Year,Title,Topic/Impact,Country Study Focus,Region,Spp,Taxa,Impact study
2016,MicroRNA in aquaculture fishes: a way forward with high-throughput sequencing and a computational approach,,Global,Global,,,No
2016,Mitigating uncertainty and enhancing resilience to climate change in the fisheries sector in Taiwan: Policy implications for food security,all,Taiwan,Asia,,,No
2016,"Non-additive effects of ocean acidification in combination with warming on the larval proteome of the Pacific oyster, Crassostrea gigas","temp, OA",,,oyster,mollusc,No
2016,On the neglected cold side of climate change and what it means to fish,temp,Global,Global,fish,finfish,No
2016,Phosphorus partitioning in sediments from a tropical reservoir during a strong period of drought,drought,Brazil,South America,,,No
2016,Predicting and mapping the risk of introduction of marine non-indigenous species into Great Britain and Ireland,invasives,United Kingdom,Europe,,,No
2016,Predicting the Dispersal Potential of an Invasive Polychaete Pest along a Complex Coastal Biome,Invasives,Global,Africa,,,No
2016,"Rehabilitating mangrove ecosystem services: A case study on the relative benefits of abandoned pond reversion from Panay Island, Philippines",aquaculture,Philippines,Asia,mangroves,,No
2016,Respiration rates of the copepod Pseudodiaptomus annandalei in tropical waters: beyond the thermal optimum,temp,Malaysia,Asia,,,No
2016,Restoring habitat and cultural practice in Australia's oldest and largest traditional aquaculture system,"floods, drought",Australia,Oceania,eel,finfish,No
2016,"Review of the Decline in Freshwater Natural Resources and Future of Inland Fisheries and Aquaculture: Threatened Livelihood and Food Security in Indus Valley, Pakistan","flood, drought, precipitation",Pakistan,Middle East,,,No
2016,Seasonal forecasting for decision support in marine fisheries and aquaculture,all,Australia,Oceania,,,No
2016,"Susceptibility to environmental variability of the aquaculture sector in the State of Colima, Mexico: case study",temp,Mexico,Central America,tilapia,finfish,No
2016,Synthesis and comparative analysis of physiological tolerance and life-history growth traits of marine aquaculture species,"temp, hypoxia",Global,Global,,,No
2016,Temperature Increase Negatively Affects the Fatty Acid Bioconversion Capacity of Rainbow Trout (Oncorhynchus mykiss) Fed a Linseed Oil-Based Diet,temp,,,trout,finfish,No
2016,The Potential of Mangrove Forest as a Bioshield in Malaysia,aquaculture,Malaysia,Asia,mangroves,,No
2016,Tissue-overlapping response of half-smooth tongue sole (Cynoglossus semilaevis) to thermostressing based on transcriptome profiles,"temp, hypoxia",China,Asia,sole,finfish,No
2016,Towards the optimization of performance of Atlantic salmon reared at different water temperatures via the manipulation of dietary ARA/EPA ratio,temp,,,salmon,finfish,No
2016,Towards using thermal stress thresholds to predict salmonid invasion potential,"temp, invasives",South Africa,Africa,salmon,finfish,No
2016,Transcriptome and biomineralization responses of the pearl oyster Pinctada fucata to elevated CO2 and temperature,"temp, OA",,,oyster,mollusc,No
2016,"Variations in massive Porites growth rates at Hainan Island, northern South China Sea",temp,China,Asia,,,No
2016,"Vulnerability Assessment to Climate Change of Households from Mabacan, Sta. Cruz and Balanac Watersheds in Laguna, Philippines",,Philippines,Asia,,,No
2016,Vulnerability of a semienclosed estuarine sea to ocean acidification in contrast with hypoxia,"OA, hypoxia",USA,North America/Caribbean,,,No
2016,Water Management for Agricultural Production in a Coastal Province of the Mekong River Delta Under Sea-level Rise,sea level,Vietnam,Asia,,,No
2017,A comparative appraisal of the resilience of marine social-ecological systems to mass mortalities of bivalves,all,Global,Global,bivalves,mollusc,No
2017,An Innovative Model for Engagement of Rural Citizens/Community of Bangladesh with Climate Change,,Bangladesh,Asia,,,No
2017,"Anthropogenic threat assessment of marine-associated fauna in Spencer Gulf, South Australia",all,Australia,Oceania,,,No
2017,Application of Different Evapotranspiration Models to Calculate Total Agricultural Water Demand in a Tropical Region,precipitation,Vietnam,Asia,,,No
2017,Aquavoltaics: Synergies for dual use of water area for solar photovoltaic electricity generation and aquaculture,,USA,North America/Caribbean,,,No
2017,Assessment and management of the North Brazil Shelf Large Marine Ecosystem,aquaculture,Brazil,South America,mangroves,,No
2017,Biochemical alterations in native and exotic oyster species in Brazil in response to increasing temperature,temp,Brazil,South America,oyster,mollusc,No
2017,Biological invasions in aquatic ecosystems in China,Invasives,China,Asia,,,No
2017,BREEDING AND GENETICS SYMPOSIUM: Climate change and selective breeding in aquaculture,,Global,Global,,,No
2017,Can greening of aquaculture sequester blue carbon?,,Global,Global,,,No
2017,Can Seaweed Farming Play a Role in Climate Change Mitigation and Adaptation?,,Global,,seaweed,aquatic plants,No
2017,Carbon sequestration processes and mechanisms in coastal mariculture environments in China,,China,Asia,"seaweed, shellfish",crustacea,No
2017,CLIMATIC FORECASTING OF WIND AND WAVES USING FUZZY INFERENCE SYSTEMS,"storms, extremes",North Atlantic Ocean,Global,,,No
2017,"Combined physical, chemical and biological factors shape Alexandrium ostenfeldii blooms in the Netherlands",HAB,Netherlands,Europe,,,No
2017,"Comparative Study on Hatching Rate, Survival Rate, and Feminization of Onychostoma barbatulum (Pellegrin, 1908) at Different Temperatures and Examining Sex Change by Gonad and Karyotype Analyses",temp,,,carp,finfish,No
2017,Cultural resources and public trust shape attitudes toward climate change and preferred futures-A case study among the Norwegian public,,Norway,Europe,,,No
2017,"Current state of goods, services and governance of the Humboldt Current Large Marine Ecosystem in the context of climate change",,"Peru, Chile",South America,,,No
2017,Dependency on aquaculture in northern Vietnam,all,Vietnam,Asia,,,No
2017,Designing a global assessment of climate change on inland fishes and fisheries: knowns and needs,"temp, precipitation",Global,Global,,,No
2017,Distributional changes in a guild of non-indigenous tunicates in the NW Atlantic under high-resolution climate projections,invasives,Canada,North America/Caribbean,,,No
2017,"Early nutritional programming affects liver transcriptome in diploid and triploid Atlantic salmon, Salmo salar",,Global,Global,salmon,finfish,No
2017,Effectiveness of Forest Management and Safeguarding Interest of the Local People of Sundarbans in Bangladesh,aquaculture,Bangladesh,Asia,mangroves,,No
2017,"Effects of a bio-invasion of the Pacific oyster, Crassostrea gigas (Thunberg, 1793) in five shallow water habitats in Scandinavia",invasives,Scandinavia,Europe,oyster,mollusc,No
2017,Effects of thermal stress on the immune and oxidative stress responses of juvenile sea cucumber Holothuria scabra,temp,Global,Global,cucmber,other invert,No
2017,Establishing the thermal window for aerobic scope in New Zealand geoduck clams (Panopea zelandica),temp,New Zealand,Oceania,clam,mollusc,No
2017,"Estrogen therapy offsets thermal impairment of vitellogenesis, but not zonagenesis, in maiden spawning female Atlantic salmon (Salmo salar)",temp,,,salmon,finfish,No
2017,"Evaluating the contribution of diversified shrimp-rice agroecosystems in Bangladesh and West Bengal, India to social-ecological resilience","flood, sea level",Bangladesh,Asia,shrimp,crustacea,No
2017,Expert based model building to quantify risk factors in a combined aquaculture-agriculture system,,Vietnam,Asia,shrimp,crustacea,No
2017,Exposing Northern shrimp (Pandalus borealis) to fish feed containing the antiparasitic drug diflubenzuron caused high mortality during molting,disease,Norway,Europe,shrimp,crustacea,No
2017,Factors affecting yield and gelling properties of agar,temp,Global,Global,seaweed,aquatic plants,No
2017,"Farmers' perceptions of climate change, impacts on freshwater aquaculture and adaptation strategies in climatic change hotspots: A case of the Indian Sundarban delta","temp, precipitation, sea level, storms/extremess",India,Asia,,,Yes
2017,"Household social vulnerability to natural hazards in the coastal Tran Van Thoi District, Ca Mau Province, Mekong Delta, Vietnam",stroms,Vietnam,Asia,,,No
2017,hsp90 and hsp47 appear to play an important role in minnow Puntius sophore for surviving in the hot spring run-off aquatic ecosystem,temp,India,Asia,minnow,finfish,No
2017,"Human activities and coastal erosion on the Kien Giang coast, Vietnam","flood, sea level",Vietnam,Asia,,,No
2017,"Human ecological effects of tropical storms in the coastal area of Ky Anh (Ha Tinh, Vietnam)",stroms,Vietnam,Asia,,,No
2017,Hydrochemistry and trophic state change in a large reservoir in the Brazilian northeast region under intense drought conditions,drought,Brazil,South America,,,No
2017,"Impact of Oxygen Depletion on Planktonic Community with Emphasis Temperature Dynamics at Aquaculture Scale in Blanakan, West Java","temp, hypoxia","Blanakan, West Java",Asia,,,Yes
2017,"Impact of temperature on sea bass, Dicentrarchus labrax, retina: Fatty acid composition, expression of rhodopsin and enzymes of lipid and melatonin metabolism",temp,,,,,Yes
2017,Impacts of climate change on snakehead fish value chains in the Lower Mekong Basin of Cambodia and Vietnam,all,"Vietnam, Cambodia",Asia,snakehead,finfish,Yes
2017,Impacts of Land-Use Changes on the Lakes across the Yangtze Floodplain in China,floods,China,Asia,,,Yes
2017,Interannual water quality changes at the head of a tropical estuary,"temp, hypoxia, precipitation",Brazil,South America,,,No
2017,Intrinsic optimum temperature for the development of decapod crustacean larvae based on a thermodynamic model,temp,Global,Global,crustaceans,crustacea,No
2017,Large-scale climatic effects on traditional Hawaiian fishpond aquaculture,"temp, hypoxia",USA,North America/Caribbean,,,No
2017,Lessons from two high CO2 worlds - future oceans and intensive aquaculture,"temp, OA",Global,Global,,,No
2017,"Life cycle assessment of seaweed biomethane, generated from seaweed sourced from integrated multi-trophic aquaculture in temperate oceanic climates",,Global,Global,seaweed,aquatic plants,No
2017,"Linked sustainability challenges and trade-offs among fisheries, aquaculture and agriculture",temp,Global,Global,,,No
2017,Linking the biological impacts of ocean acidification on oysters to changes in ecosystem services: A review,OA,Global,Global,oyster,mollusc,Yes
2017,Lipid-enriched diets reduce the impacts of thermal stress in corals,temp,,,coral,other invert,Yes
2017,Market driven management of climate change impacts in the Spanish mussel sector,,Spain,Europe,mussel,mollusc,No
2017,"MASS MORTALITY IN NOAH ARK ARCA NOAE (LINNAEUS, 1758): A CASE STUDY FROM THE STRAIT OF MESSINA (MEDITERRANEAN SEA)",temp,Mediterranean,"Europe, Africa, Middle East",bivalves,mollusc,No
2017,Mechanisms and risk of cumulative impacts to coastal ecosystem services: An expert elicitation approach,,New Zealand,Oceania,,,No
2017,Multiple across-strain and within-strain QTLs suggest highly complex genetic architecture for hypoxia tolerance in channel catfish,hypoxia,Global,Global,catfish,finfish,No
2017,Non-native marine species in north-west Europe: Developing an approach to assess future spread using regional downscaled climate projections,invasives,Global,Europe,,,No
2017,Occurrence of four species of algae in the marine water of Hong Kong,HAB,Hong Kong,Asia,,,No
2017,Ocean acidification and marine aquaculture in North America: potential impacts and mitigation strategies,OA,Global,North America/Caribbean,molluscs,mollusc,Yes
2017,Ocean acidification: assessing the vulnerability of socioeconomic systems in Small Island Developing States,OA,SIDS,SIDS,,,No
2017,"On the occurrence of three non-native cichlid species including the first record of a feral population of Pelmatolapia (Tilapia) mariae (Boulenger, 1899) in Europe",invasives,Global,Europe,tilapia,finfish,No
2017,"Organic certification for shrimp value chains in Ca Mau, Vietnam: a means for improvement or an end in itself?",,Vietnam,Asia,shrimp,crustacea,No
2017,Physiological and histopathological impacts of increased carbon dioxide and temperature on the scallops Argopecten purpuratus cultured under upwelling influences in northern Chile,"temp, OA",Chile,South America,scallop,mollusc,Yes
2017,"Physiological responses of reared sea bream (Sparus aurata Linnaeus, 1758) to an Amyloodinium ocellatum outbreak",disease,,,seabream,finfish,No
2017,Population biology of infectious diseases shared by wild and farmed fish,disease,Global,Global,fish,finfish,No
2017,Population-specific genotype x genotype x environment interactions in bacterial disease of early life stages of Pacific oyster larvae,disease,,,oyster,mollusc,No
2017,"Potential environmental drivers of a regional blue mussel mass mortality event (winter of 2014, Breton Sound, France)","temp, salinity",France,Europe,mussel,mollusc,No
2017,Quantification of climate change implications for water-based management: A case study of oyster suitability sites occurrence model along the Kenya coast,temp,Kenya,Africa,oyster,mollusc,No
2017,Rapid assessments and local knowledge reveal high bird diversity in mangroves of north-west Madagascar,aquaculture,Madagascar,Africa,mangroves,,No
2017,Rapid expansion of the invasive oyster Crassostrea gigas at its northern distribution limit in Europe: Naturally dispersed or introduced?,Invasives,Global,Europe,oyster,mollusc,No
2017,Response of Atlantic salmon Salmo salar to temperature and dissolved oxygen extremes established using animal-borne environmental sensors,"temp, hypoxia",Australia,Oceania,salmon,finfish,No
2017,Satellite Remote Sensing for Coastal Management: A Review of Successful Applications,aquaculture,Global,Global,,,No
2017,Seafood from a changing Arctic,"temp, hypoxia, precipitation",Global,"Europe, North America",,,No
2017,"Seahorse Aquaculture, Biology and Conservation: Knowledge Gaps and Research Opportunities",fisheries,Global,Global,,,No
2017,Seaweed aquaculture in Norway: recent industrial developments and future perspectives,temp,Norway,Europe,seaweed,aquatic plants,No
2017,"Seaweed production: overview of the global state of exploitation, farming and emerging research activity",,Global,Global,seaweed,aquatic plants,No
2017,Soil greenhouse gas fluxes in tropical mangrove forests and in land uses on deforested mangrove lands,aquaculture,Global,Global,mangroves,,No
2017,"Solutions to blue carbon emissions: Shrimp cultivation, mangrove deforestation and climate change in coastal Bangladesh",aquaculture,Bangladesh,Asia,mangroves,,No
2017,Strategic Points in Aquaponics,,Global,Global,,,No
2017,"Temperature dependent growth, feeding, nutritional condition and aerobic metabolism of juvenile spiny lobster, Sagmariasus verreauxi",temp,,,lobster,crustacea,No
2017,The Current Status and Future of Central Asia's Fish and Fisheries: Confronting a Wicked Problem,drought,Global,Asia,,,No
2017,The future of seaweed aquaculture in a rapidly changing world,all,Global,Global,seaweed,aquatic plants,No
2017,"The gill parasite Paramoeba perurans compromises aerobic scope, swimming capacity and ion balance in Atlantic salmon","temp, disease",Norway,Europe,salmon,finfish,No
2017,"The growth of finfish in global open-ocean aquaculture under climate change (vol 284, 20170834, 2017)",temp,Global,Global,,,No
2017,The Impact of Aquatic Salinization on Fish Habitats and Poor Communities in a Changing Climate: Evidence from Southwest Coastal Bangladesh,sea level,Bangladesh,Asia,,,Yes
2017,The impact of the expansion of shrimp aquaculture on livelihoods in coastal Bangladesh,"salinity, sea level, floods",Bangladesh,Asia,shrimp,crustacea,Yes
2017,The role of women in seaweed aquaculture in the Western Indian Ocean and South-East Asia,temp,Global,Asia,seaweed,aquatic plants,No
2017,The Use and Abuse of Sea Resources,all,Philippines,Asia,,,No
2017,"The vulnerability of shrimp farming income to climate change events A case study in Ca Mau, Vietnam",all ,Vietnam,Asia,shrimp,crustacea,No
2017,Thermal tolerance and preferred temperature range of juvenile meagre acclimated to four temperatures,temp,,,meagre,finfish,No
2017,"Unpacking Changes in Mangrove Social-Ecological Systems: Lessons from Brazil, Zanzibar, and Vietnam",aquaculture,"Vietnam, Brazil, Africa","Asia, South America, Africa",mangroves,,No
2017,Vulnerability of aquaculture-related livelihoods to changing climate at the global scale,all,Global,Global,,,No
2018,"
Bringing social and cultural considerations into environmental management for vulnerable coastal communities: Responses to environmental change in Xuan Thuy National Park, Nam Dinh Province, Vietnam","sea level, storms, extremes",Vietnam,Asia,,,No
2018,"
Delimitating inland aqua-ecological zones under different climate conditions in the Mekong Delta region, Vietnam","flood, sea level",Vietnam,Asia,,,No
2018,"
Differential livelihood adaptation to social-ecological change in coastal Bangladesh","flood, sea level",Bangladesh,Asia,,,No
2018,"
Ocean futures: Exploring stakeholders' perceptions of adaptive capacity to changing marine environments in Northern Norway",temp,Norway,Europe,,,No
2018,A Review of Molecular Responses of Catfish to Bacterial Diseases and Abiotic Stresses,disease,,,catfish,finfish,No
2018,Accounting for inventory data and methodological choice uncertainty in a comparative life cycle assessment: the case of integrated multi-trophic aquaculture in an offshore Mediterranean enterprise,,Italy,Europe,,,No
2018,An 800 year record of mangrove dynamics and human activities in the upper Gulf of Thailand,aquaculture,Thailand,Asia,mangroves,,No
2018,An R package for simulating growth and organic wastage in aquaculture farms in response to environmental conditions and husbandry practices,temp,,,,,No
2018,Aquaculture and Water Quality Management in the Philippines,temp,Philippines,Asia,,,No
2018,Assessing the Potential for Small-Scale Aquaculture in Cambodia,flood,Cambodia,Asia,,,No
2018,Assessing wetland services for improved development decision-making: a case study of mangroves in coastal Bangladesh,aquaculture,Bangladesh,Asia,mangroves,,No
2018,Bio-economic evaluation of cropping systems for saline coastal Bangladesh: I. Biophysical simulation in historical and future environments,"flood, sea level",Bangladesh,Asia,,,No
2018,"Bioaccumulation of metals (Cd, Cu, Ni, Pb and Zn) in suspended cultures of blue mussels exposed to different environmental conditions","temp, pollution",Denmark,Europe,mussel,mollusc,No
2018,Blue-Green Water Nexus in Aquaculture for Resilience to Climate Change,"temp, precipitation, drought, flood, sea level",Global,Global,,,No
2018,"Breeding and culture status of Hilsa (Tenualosailisha, Ham. 1822) in South Asia: a review",fisheries,India,Asia,herring,finfish,No
2018,"Bringing social and cultural considerations into environmental management for vulnerable coastal communities: Responses to environmental change in Xuan Thuy National Park, Nam Dinh Province, Vietnam",all,Vietnam,Asia,,,No
2018,Characterization of phytoplankton by pigment analysis and the detection of toxic cyanobacteria in reservoirs with aquaculture production,HAB,Brazil,South America,,,No
2018,Conservation of the Mekong Delta wetlands through hydrological management,all,Vietnam,Asia,,,No
2018,Considering land-sea interactions and trade-offs for food and biodiversity,all,Global,Global,,,No
2018,Decadal Changes in the Edible Supply of Seafood and Methylmercury Exposure in the United States,pollution,USA,North America/Caribbean,,,No
2018,Desalination of brackish water for agriculture: challenges and future perspectives for seawater intrusion areas in Vietnam,"flood, sea level",Vietnam,Asia,,,No
2018,Dichotomy of mangrove management: A review of research and policy in the Mesoamerican reef region,aquaculture,Global,Global,mangroves,,No
2018,Dietary live yeast and increased water temperature influence the gut microbiota of rainbow trout,temp,,,trout,finfish,No
2018,Differential livelihood adaptation to social-ecological change in coastal Bangladesh,"salinity, sea level, floods",Bangladesh,Asia,,,No
2018,Drivers of mangrove ecosystem service change in the Sundarbans of Bangladesh,aquaculture,Bangladesh,Asia,mangroves,,No
2018,Early life stages of Northern shrimp (Pandalus borealis) are sensitive to fish feed containing the anti-parasitic drug diflubenzuron,all,,,shrimp,crustacea,No
2018,Economic impacts of marine ecological change: Review and recent contributions of the VECTORS project on European marine waters,"invasives, disease",,Europe,,,Yes
2018,"Emotions, attitudes, and appraisal in the management of climate-related risks by fish farmers in Northern Thailand","floods, drought",Thailand,Asia,,,No
2018,"Escapes of non-native fish from flooded aquaculture facilities: the case of Paranapanema River, southern Brazil","flood, invasives",Brazil,South America,fish,finfish,No
2018,"Fish pathogen bacteria: Adhesion, parameters influencing virulence and interaction with host cells",disease,Global,Global,,,No
2018,Global estimation of areas with suitable environmental conditions for mariculture species,temp,Global,Global,,,No
2018,How do local communities adapt to climate changes along heavily damaged coasts? A Stakeholder Delphi study in Ky Anh (Central Vietnam),"flood, sea level, storms, extremes, precipitation",Vietnam,Asia,,,No
2018,Impact of Global Warming on Aquatic Animals,temp,Global,Global,,,Yes
2018,Impacts and responses to environmental change in coastal livelihoods of south-west Bangladesh,"temp, floods, sea level, stroms/extremes",Bangladesh,Asia,,,Yes
2018,Impacts of and resilience to climate change at the bottom of the shrimp commodity chain in Bangladesh: A preliminary investigation,"temp, floods, sea level, drought, precipitation",Bangladesh,Asia,shrimp,crustacea,Yes
2018,Importance of fisheries for food security across three climate change vulnerable deltas,"temp, floods, sea level, drought, precipitation","Bangladesh, Ghana","Asia, Africa",,,No
2018,"Including GHG emissions from mangrove forests LULUC in LCA: a case study on shrimp farming in the Mekong Delta, Vietnam",aquaculture,Vietnam,Asia,mangroves,,No
2018,Influence of fish introduction and water level decrease on lakes of the arid Patagonian plateaus with importance for biodiversity conservation,"invasives, drought, precipitation",Patagonian,South America,,,No
2018,Integrated mangrove-shrimp cultivation: Potential for blue carbon sequestration,aquaculture,Global,Global,mangroves,,No
2018,Integrating multiple stressors in aquaculture to build the blue growth in a changing sea,all,Global,Global,,,No
2018,Interplay between land-use dynamics and changes in hydrological regime in the Vietnamese Mekong Delta,"flood, sea level",Vietnam,Asia,,,No
2018,Is Fish Farming an Illusion for Lake Malawi Riparian Communities under Environmental Changes?,"temp, drought, floods, precipitation, storms, extremes",Malawi,Africa,fish,finfish,No
2018,Liver proteome response of pre-harvest Atlantic salmon following exposure to elevated temperature,temp,Australia,Oceania,salmon,finfish,No
2018,Mainstreaming climate change adaptation into inland aquaculture policies in Thailand,"temp, floods, sea level, drought, storms, extremes",Thailand,Asia,,,No
2018,Managing the risks from the water-related impacts of extreme weather and uncertain climate change on inland aquaculture in Northern Thailand,"temp, precipitation, storms/extremes",Thailand,Asia,,,Yes
2018,"Marine heatwaves off eastern Tasmania: Trends, interannual variability, and predictability",temp,Australia,Oceania,,,No
2018,Measuring the effects of temperature rise on Mediterranean shellfish aquaculture,temp,Italy,Europe,shellfish,crustacea,No
2018,Occurrence of mycotoxins in commercial aquafeeds in Asia and Europe: a real risk to aquaculture?,pollution,Global,"Asia, Europe",,,No
2018,Ocean futures: Exploring stakeholders' perceptions of adaptive capacity to changing marine environments in Northern Norway,"temp, OA, sea level",Norway,Europe,,,No
2018,Pathogens of marine bivalves in Maine (USA): A historical perspective,"temp, OA, salninity, disease",USA,North America/Caribbean,bivalves,mollusc,No
2018,"Phaeoviral Infections Are Present in Macrocystis, Ecklonia and Undaria (Laminariales) and Are Influenced by Wave Exposure in Ectocarpales","disease, storms, extremes",,,seaweed,aquatic plants,No
2018,Predicting shifting sustainability trade-offs in marine finfish aquaculture under climate change,temp,Mediterranean,"Europe, Africa, Middle East",,,No
2018,Quantifying the Economic Impact of Climate Change and Market Dynamics: The Case of Australia's Sydney Rock Oyster Industry,all,Australia,Oceania,oyster,mollusc,Yes
2018,Remote sensing based deforestation analysis in Mahanadi and Brahmaputra river basin in India since 1985,aquaculture,India,Asia,,,No
2018,Shoreline change and potential sea level rise impacts in a climate hazardous location in southeast coast of India,sea level,India,Asia,,,Yes
2018,Shrimp and coastal adaptation: on the politics of climate justice,"flood, sea level",Bangladesh,Asia,shrimp,crustacea,No
2018,Shrimp ponds lead to massive loss of soil carbon and greenhouse gas emissions in northeastern Brazilian mangroves,aquaculture,Brazil,South America,mangroves,,No
2018,State of the plate: Assessing present and future contribution of fisheries and aquaculture to Hawai'i's food security,,USA,North America/Caribbean,,,No
2018,Sun-basking fish benefit from body temperatures that are higher than ambient water ambient water,temp,,,carp,finfish,No
2018,The economic impacts of ocean acidification on shellfish fisheries and aquaculture in the United Kingdom,OA,United Kingdom,Europe,shellfish,crustacea,Yes
2018,The impact of climate change and energy resources on biodiversity loss: Evidence from a panel of selected Asian countries,,Global,Asia,,,No
2018,"The invasive potential of tilapias (Osteichthyes, Cichlidae) in the Americas",Invasives,Global,"North America/Caribbean, South America",tilapia,finfish,No
2018,"The mechanics of blue growth: Management of oceanic natural resource use with multiple, interacting sectors","temp, OA",Global,Global,,,No
2018,"Thermal preference, critical thermal limits, oxygen routine consumption and active metabolic scope of Macrobrachium tenellum (Smith, 1871) maintained at different acclimation temperatures","temp, hypoxia",,,shrimp,crustacea,No
2018,Thermal tolerance of the invasive red-bellied pacu and the risk of establishment in the United States,"temp, invasives",USA,North America/Caribbean,red-bellied pacu,finfish,No
2018,"Thermoregulation, thermotolerance and metabolic rate of Macrobrachium tenellum adults",temp,,,shrimp,crustacea,No